feature_column,audit_scope,source_variable,variable_group,market_region,source_timestamp_convention,decision_timestamp_convention,same_calendar_observable_before_taiwan_decision,minimum_required_lag_tw_trading_days,inferred_lag_tw_trading_days,lag_inference_source,effective_date_used,explicit_lag_violation,metadata_source_variable,metadata_lag,metadata_effective_date,metadata_source_timestamp,requires_external_lag,lag_ambiguous
SOXX_ret_lag_2d,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
SOXX_ret_lag_3d,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
SOXX_ret_lag_5d,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
SOXX_ret_lag_10d,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
SOXX_ret_lag_20d,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
SOXX_momentum_5d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volatility_5d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_ma_ratio_5d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_return_zscore_5d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_momentum_10d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volatility_10d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_ma_ratio_10d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_return_zscore_10d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_momentum_20d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volatility_20d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_ma_ratio_20d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_return_zscore_20d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_momentum_60d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volatility_60d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_ma_ratio_60d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_return_zscore_60d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_rsi_14d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_drawdown_60d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ret_lag_1d,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ret_lag_2d,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ret_lag_3d,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ret_lag_5d,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ret_lag_10d,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ret_lag_20d,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
USD_TWD_momentum_5d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_volatility_5d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ma_ratio_5d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_return_zscore_5d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_momentum_10d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_volatility_10d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ma_ratio_10d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_return_zscore_10d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_momentum_20d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_volatility_20d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ma_ratio_20d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_return_zscore_20d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_momentum_60d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_volatility_60d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_ma_ratio_60d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_return_zscore_60d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_rsi_14d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
USD_TWD_drawdown_60d_lag1,in_scope,USD/TWD,Foreign-exchange proxy,FX / Taiwan data source,FX/source-specific timestamp; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on data timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_ret_lag_1d,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_ret_lag_2d,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
VIX_ret_lag_3d,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
VIX_ret_lag_5d,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
VIX_ret_lag_10d,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
VIX_ret_lag_20d,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
VIX_momentum_5d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_volatility_5d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_ma_ratio_5d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_return_zscore_5d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_momentum_10d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_volatility_10d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_ma_ratio_10d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_return_zscore_10d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_momentum_20d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_volatility_20d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_ma_ratio_20d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_return_zscore_20d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_momentum_60d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_volatility_60d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_ma_ratio_60d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_return_zscore_60d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_rsi_14d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
VIX_drawdown_60d_lag1,in_scope,VIX,U.S. volatility proxy,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ret_lag_1d,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ret_lag_2d,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,2,feature_name,t-2 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ret_lag_3d,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,3,feature_name,t-3 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ret_lag_5d,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,5,feature_name,t-5 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ret_lag_10d,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,10,feature_name,t-10 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ret_lag_20d,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,20,feature_name,t-20 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_momentum_5d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volatility_5d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_ma_ratio_5d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_return_zscore_5d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
